date,dow,month,title,genre,receipts,zinz,double,composer,author
1790-06-12,Sat,Jun,Così fan tutte,O,4560,FALSE,FALSE,Mozart,Da Ponte
1790-06-13,Sun,Jun,Virginia,T,10300,FALSE,FALSE,,Ayrenhoff
1790-06-14,Mon,Jun,Il re Teodoro in Venezia,O,6728,TRUE,FALSE,Paisiello,Casti
1790-06-15,Tue,Jun,Der Kobold,L,4657,TRUE,FALSE,,Collé
1790-06-16,Wed,Jun,Una cosa rara,O,14247,TRUE,FALSE,Martín y Soler,Da Ponte
1790-06-17,Thu,Jun,Die Glücksritter,L,5765,FALSE,FALSE,,Farquhar
1790-06-18,Fri,Jun,L'arbore di Diana,O,8164,FALSE,FALSE,Martín y Soler,Da Ponte
1790-06-19,Sat,Jun,Imogen,S,7241,TRUE,FALSE,,Meyer
1790-06-20,Sun,Jun,La pastorella nobile,O,11030,TRUE,FALSE,Guglielmi,Zini
1790-06-21,Mon,Jun,Die drey Töchter,L,3788,FALSE,FALSE,,Spieß
1790-06-22,Tue,Jun,Le nozze di Figaro,O,5648,FALSE,FALSE,Mozart,Da Ponte
1790-06-23,Wed,Jun,Die Strelitzen,S,8218,TRUE,FALSE,,Babo
1790-06-24,Thu,Jun,La cifra,O,4657,FALSE,FALSE,Salieri,Da Ponte
1790-06-25,Fri,Jun,Das Findelkind,L,4922,FALSE,FALSE,,Brühl
1790-06-26,Sat,Jun,Le nozze di Figaro,O,8644,FALSE,FALSE,Mozart,Da Ponte
1790-06-27,Sun,Jun,Der Landphilosoph,L,14257,TRUE,FALSE,,Weidmann
1790-06-28,Mon,Jun,Una cosa rara,O,9159,FALSE,FALSE,Martín y Soler,Da Ponte
1790-06-29,Tue,Jun,Frauenstand,S,22605,TRUE,FALSE,,Iffland
1790-06-30,Wed,Jun,Il re Teodoro in Venezia,O,6639,TRUE,FALSE,Paisiello,Casti
1790-07-01,Thu,Jul,Frauenstand,S,10151,FALSE,FALSE,,Iffland
1790-07-02,Fri,Jul,L'arbore di Diana,O,9244,TRUE,FALSE,Martín y Soler,Da Ponte
1790-07-03,Sat,Jul,Die Widersprecherin,L,8373,TRUE,TRUE,,Dufresny
1790-07-04,Sun,Jul,La pastorella nobile,O,27794,TRUE,FALSE,Guglielmi,Zini
1790-07-05,Mon,Jul,Die Holländer,L,4710,FALSE,FALSE,,Bock
1790-07-06,Tue,Jul,Così fan tutte,O,8489,TRUE,FALSE,Mozart,Da Ponte
1790-07-07,Wed,Jul,Viktorine,L,5269,TRUE,FALSE,,Burney
1790-07-08,Thu,Jul,La pastorella nobile,O,14734,FALSE,FALSE,Guglielmi,Zini
1790-07-09,Fri,Jul,Irrthum auf allen Ecken,L,6138,FALSE,FALSE,,Goldsmith
1790-07-10,Sat,Jul,Una cosa rara,O,8095,FALSE,FALSE,Martín y Soler,Da Ponte
1790-07-11,Sun,Jul,Frauenstand,S,13910,TRUE,FALSE,,Iffland
1790-07-12,Mon,Jul,L'arbore di Diana,O,11802,FALSE,FALSE,Martín y Soler,Da Ponte
1790-07-13,Tue,Jul,Das Testament,L,5736,TRUE,FALSE,,Schröder
1790-07-14,Wed,Jul,La cifra,O,7137,FALSE,FALSE,Salieri,Da Ponte
1790-07-15,Thu,Jul,Hamlet,T,17303,FALSE,FALSE,,Schröder
1790-07-16,Fri,Jul,Così fan tutte,O,7977,FALSE,FALSE,Mozart,Da Ponte
1790-07-17,Sat,Jul,Die heimliche Heyrath,L,8618,TRUE,FALSE,,Colman
1790-07-18,Sun,Jul,La pastorella nobile,O,17458,TRUE,FALSE,Guglielmi,Zini
1790-07-19,Mon,Jul,Der poetische Dorfjunker,L,8258,FALSE,FALSE,,Destouches
1790-07-20,Tue,Jul,Il re Teodoro in Venezia,O,9953,TRUE,FALSE,Paisiello,Casti
1790-07-21,Wed,Jul,Othello,T,10200,FALSE,FALSE,,Brockmann
1790-07-22,Thu,Jul,L'arbore di Diana,O,7512,FALSE,FALSE,Martín y Soler,Da Ponte
1790-07-23,Fri,Jul,Die Entführung,L,6046,TRUE,FALSE,,Jünger
1790-07-24,Sat,Jul,Le nozze di Figaro,O,10844,TRUE,FALSE,Mozart,Da Ponte
1790-07-25,Sun,Jul,Geschwind eh es jemand erfährt,L,9556,TRUE,FALSE,,Bock
1790-07-26,Mon,Jul,Le nozze di Figaro,O,3821,TRUE,FALSE,Mozart,Da Ponte
1790-07-27,Tue,Jul,Die Gunst der Fürsten,T,9516,FALSE,FALSE,,Banks
1790-07-28,Wed,Jul,Verirrung ohne Laster,S,7813,TRUE,FALSE,,Beck
1790-07-29,Thu,Jul,Verirrung ohne Laster,S,6634,TRUE,FALSE,,Beck
